q_id,q_name,p_id,p_name,p_value,p_value_type
Q23,George Washington,P106,occupation,politician,wikibase-item
Q23,George Washington,P237,coat of arms,coat of arms of George Washington,wikibase-item
Q23,George Washington,P373,Commons category,George Washington,string
Q23,George Washington,P166,award received,Thanks of Congress,wikibase-item
Q23,George Washington,P119,place of burial,Mount Vernon,wikibase-item
Q23,George Washington,P39,position held,President of the United States,wikibase-item
Q23,George Washington,P410,military rank,major general,wikibase-item
Q23,George Washington,P735,given name,George,wikibase-item
Q23,George Washington,P241,military branch,Continental Army,wikibase-item
Q23,George Washington,P607,conflict,American Revolutionary War,wikibase-item
Q23,George Washington,P910,topic's main category,Category:George Washington,wikibase-item
Q23,George Washington,P734,family name,Washington,wikibase-item
Q23,George Washington,P361,part of,Founding Fathers of the United States,wikibase-item
Q23,George Washington,P1196,manner of death,natural causes,wikibase-item
Q23,George Washington,P103,native language,English,wikibase-item
Q23,George Washington,P1971,number of children,0.0,quantity
Q23,George Washington,P935,Commons gallery,George Washington,string
Q23,George Washington,P1343,described by source,Armenian Soviet Encyclopedia,wikibase-item
Q23,George Washington,P1412,"languages spoken, written or signed",English,wikibase-item
Q23,George Washington,P102,member of political party,independent politician,wikibase-item
Q23,George Washington,P1472,Commons Creator page,George Washington,string
Q23,George Washington,P4602,date of burial or cremation,"December 18, 1799 at 12:00:00 AM CE UTC",time
Q23,George Washington,P2048,height,74.0,quantity
Q23,George Washington,P5008,on focus list of Wikimedia project,Wikipedia:List of articles all languages should have,wikibase-item
Q23,George Washington,P21,sex or gender,male,wikibase-item
Q23,George Washington,P1830,owner of,Blueskin,wikibase-item
Q23,George Washington,P31,instance of,human,wikibase-item
Q23,George Washington,P3091,mount,Blueskin,wikibase-item
Q23,George Washington,P6886,writing language,English,wikibase-item
Q23,George Washington,P485,archives at,Louis Round Wilson Library,wikibase-item
Q23,George Washington,P1050,medical condition,anthrax,wikibase-item
Q23,George Washington,P3602,candidacy in election,1792 United States presidential election,wikibase-item
Q23,George Washington,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q23,George Washington,P1299,depicted by,George Washington,wikibase-item
Q23,George Washington,P53,family,Washington family,wikibase-item
Q23,George Washington,P9493,artist files at,Smithsonian American Art and Portrait Gallery Library,wikibase-item
Q23,George Washington,P6379,has works in the collection,Royal Collections of the Netherlands,wikibase-item
Q23,George Washington,P7084,related category,Category:Works by George Washington,wikibase-item
Q23,George Washington,P1424,topic's main template,Template:George Washington,wikibase-item
Q23,George Washington,P1441,present in work,Civilization V,wikibase-item
Q23,George Washington,P3716,social classification,slave owner,wikibase-item
Q23,George Washington,P511,honorific prefix,General,wikibase-item
Q23,George Washington,P1889,different from,Washington,wikibase-item
Q42,Douglas Adams,P31,instance of,human,wikibase-item
Q42,Douglas Adams,P21,sex or gender,male,wikibase-item
Q42,Douglas Adams,P106,occupation,playwright,wikibase-item
Q42,Douglas Adams,P800,notable work,The Hitchhiker's Guide to the Galaxy pentalogy,wikibase-item
Q42,Douglas Adams,P1196,manner of death,natural causes,wikibase-item
Q42,Douglas Adams,P119,place of burial,Highgate Cemetery,wikibase-item
Q42,Douglas Adams,P735,given name,Douglas,wikibase-item
Q42,Douglas Adams,P734,family name,Adams,wikibase-item
Q42,Douglas Adams,P103,native language,English,wikibase-item
Q42,Douglas Adams,P373,Commons category,Douglas Adams,string
Q42,Douglas Adams,P1411,nominated for,Hugo Award for Best Dramatic Presentation,wikibase-item
Q42,Douglas Adams,P910,topic's main category,Category:Douglas Adams,wikibase-item
Q42,Douglas Adams,P1303,instrument,guitar,wikibase-item
Q42,Douglas Adams,P2048,height,1.96,quantity
Q42,Douglas Adams,P136,genre,science fiction,wikibase-item
Q42,Douglas Adams,P1412,"languages spoken, written or signed",English,wikibase-item
Q42,Douglas Adams,P485,archives at,St John's College Library,wikibase-item
Q42,Douglas Adams,P1343,described by source,Obalky knih.cz,wikibase-item
Q42,Douglas Adams,P6886,writing language,English,wikibase-item
Q42,Douglas Adams,P1424,topic's main template,Template:Douglas Adams,wikibase-item
Q42,Douglas Adams,P2021,Erdős number,10.0,quantity
Q42,Douglas Adams,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q42,Douglas Adams,P1889,different from,Douglas Adams,wikibase-item
Q42,Douglas Adams,P172,ethnic group,White British,wikibase-item
Q42,Douglas Adams,P937,work location,London,wikibase-item
Q42,Douglas Adams,P742,pseudonym,David Agnew,string
Q42,Douglas Adams,P1340,eye color,brown,wikibase-item
Q42,Douglas Adams,P101,field of work,science fiction literature,wikibase-item
Q42,Douglas Adams,P166,award received,Inkpot Award,wikibase-item
Q42,Douglas Adams,P7084,related category,Category:Films with screenplays by Douglas Adams,wikibase-item
Q42,Douglas Adams,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q1868,Paul Otlet,P734,family name,Otlet,wikibase-item
Q1868,Paul Otlet,P106,occupation,writer,wikibase-item
Q1868,Paul Otlet,P119,place of burial,Etterbeek Cemetery,wikibase-item
Q1868,Paul Otlet,P373,Commons category,Paul Otlet,string
Q1868,Paul Otlet,P735,given name,Paul,wikibase-item
Q1868,Paul Otlet,P31,instance of,human,wikibase-item
Q1868,Paul Otlet,P1472,Commons Creator page,Paul Otlet,string
Q1868,Paul Otlet,P101,field of work,bibliography,wikibase-item
Q1868,Paul Otlet,P1412,"languages spoken, written or signed",French,wikibase-item
Q1868,Paul Otlet,P800,notable work,Mundaneum,wikibase-item
Q1868,Paul Otlet,P21,sex or gender,male,wikibase-item
Q1868,Paul Otlet,P6886,writing language,French,wikibase-item
Q1868,Paul Otlet,P737,influenced by,Henri La Fontaine,wikibase-item
Q1868,Paul Otlet,P485,archives at,Mundaneum,wikibase-item
Q1868,Paul Otlet,P103,native language,French,wikibase-item
Q1868,Paul Otlet,P937,work location,City of Brussels,wikibase-item
Q207,George W. Bush,P735,given name,George,wikibase-item
Q207,George W. Bush,P373,Commons category,George W. Bush,string
Q207,George W. Bush,P39,position held,Governor of Texas,wikibase-item
Q207,George W. Bush,P241,military branch,United States Air Force,wikibase-item
Q207,George W. Bush,P106,occupation,politician,wikibase-item
Q207,George W. Bush,P734,family name,Bush,wikibase-item
Q207,George W. Bush,P31,instance of,human,wikibase-item
Q207,George W. Bush,P102,member of political party,Republican Party,wikibase-item
Q207,George W. Bush,P910,topic's main category,Category:George W. Bush,wikibase-item
Q207,George W. Bush,P935,Commons gallery,George W. Bush,string
Q207,George W. Bush,P1343,described by source,Lentapedia (full versions),wikibase-item
Q207,George W. Bush,P1412,"languages spoken, written or signed",English,wikibase-item
Q207,George W. Bush,P937,work location,Austin,wikibase-item
Q207,George W. Bush,P103,native language,American English,wikibase-item
Q207,George W. Bush,P1971,number of children,2.0,quantity
Q207,George W. Bush,P166,award received,Grand Cross with Collar of the Order of the Three Stars,wikibase-item
Q207,George W. Bush,P53,family,Bush family,wikibase-item
Q207,George W. Bush,P1151,topic's main Wikimedia portal,Portal:George W. Bush,wikibase-item
Q207,George W. Bush,P2048,height,183.0,quantity
Q207,George W. Bush,P410,military rank,first lieutenant,wikibase-item
Q207,George W. Bush,P552,handedness,right-handedness,wikibase-item
Q207,George W. Bush,P1853,blood type,O,wikibase-item
Q207,George W. Bush,P21,sex or gender,male,wikibase-item
Q207,George W. Bush,P6886,writing language,English,wikibase-item
Q207,George W. Bush,P945,allegiance,United States of America,wikibase-item
Q207,George W. Bush,P607,conflict,Iraq War,wikibase-item
Q207,George W. Bush,P3602,candidacy in election,2000 United States presidential election,wikibase-item
Q207,George W. Bush,P1344,participant in,commencement at the University of Notre Dame,wikibase-item
Q207,George W. Bush,P1472,Commons Creator page,George W. Bush,string
Q207,George W. Bush,P3438,vehicle normally used,2005 Cadillac DTS Presidential State Car,wikibase-item
Q207,George W. Bush,P9493,artist files at,Smithsonian American Art and Portrait Gallery Library,wikibase-item
Q207,George W. Bush,P641,sport,rugby,wikibase-item
Q207,George W. Bush,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q207,George W. Bush,P598,commander of (DEPRECATED),United States Armed Forces,wikibase-item
Q207,George W. Bush,P4997,National Governors Association biography URL,https://www.nga.org/governor/george-w-bush/,url
Q297,Diego Velázquez,P734,family name,Rodríguez,wikibase-item
Q297,Diego Velázquez,P373,Commons category,Diego Velázquez,string
Q297,Diego Velázquez,P31,instance of,human,wikibase-item
Q297,Diego Velázquez,P910,topic's main category,Category:Diego Velázquez,wikibase-item
Q297,Diego Velázquez,P135,movement,Baroque,wikibase-item
Q297,Diego Velázquez,P735,given name,Diego,wikibase-item
Q297,Diego Velázquez,P106,occupation,painter,wikibase-item
Q297,Diego Velázquez,P1343,described by source,Great Soviet Encyclopedia (1969–1978),wikibase-item
Q297,Diego Velázquez,P1472,Commons Creator page,Diego Velázquez,string
Q297,Diego Velázquez,P800,notable work,The Triumph of Bacchus,wikibase-item
Q297,Diego Velázquez,P1066,student of,Francisco Pacheco,wikibase-item
Q297,Diego Velázquez,P935,Commons gallery,Diego Velázquez,string
Q297,Diego Velázquez,P136,genre,portrait painting,wikibase-item
Q297,Diego Velázquez,P1636,date of baptism,"June 06, 1599 at 12:00:00 AM CE UTC",time
Q297,Diego Velázquez,P937,work location,Seville,wikibase-item
Q297,Diego Velázquez,P5008,on focus list of Wikimedia project,Wikipedia:List of articles all languages should have,wikibase-item
Q297,Diego Velázquez,P1412,"languages spoken, written or signed",Spanish,wikibase-item
Q297,Diego Velázquez,P859,sponsor,Philip IV of Spain,wikibase-item
Q297,Diego Velázquez,P119,place of burial,Madrid,wikibase-item
Q297,Diego Velázquez,P21,sex or gender,male,wikibase-item
Q297,Diego Velázquez,P6379,has works in the collection,Städel Museum,wikibase-item
Q297,Diego Velázquez,P39,position held,court painter,wikibase-item
Q297,Diego Velázquez,P802,student,Tomás de Aguiar,wikibase-item
Q297,Diego Velázquez,P166,award received,Order of Santiago,wikibase-item
Q297,Diego Velázquez,P1889,different from,Diego Velazquez de Cuéllar,wikibase-item
Q297,Diego Velázquez,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q297,Diego Velázquez,P8852,facial hair,hooked mustache,wikibase-item
Q297,Diego Velázquez,P973,described at URL,https://www.uffizi.it/en/video/velazquez-at-the-uffizi,url
Q297,Diego Velázquez,P9493,artist files at,Frick Art Reference Library,wikibase-item
Q297,Diego Velázquez,P1950,second family name in Spanish name,Velázquez,wikibase-item
Q297,Diego Velázquez,P1424,topic's main template,Template:Diego Velázquez,wikibase-item
Q297,Diego Velázquez,P1299,depicted by,Self Portrait,wikibase-item
Q368,Augusto Pinochet,P373,Commons category,Augusto Pinochet,string
Q368,Augusto Pinochet,P106,occupation,military personnel,wikibase-item
Q368,Augusto Pinochet,P910,topic's main category,Category:Augusto Pinochet,wikibase-item
Q368,Augusto Pinochet,P31,instance of,human,wikibase-item
Q368,Augusto Pinochet,P39,position held,President of Chile,wikibase-item
Q368,Augusto Pinochet,P1343,described by source,Lentapedia,wikibase-item
Q368,Augusto Pinochet,P735,given name,Augusto,wikibase-item
Q368,Augusto Pinochet,P1344,participant in,1973,wikibase-item
Q368,Augusto Pinochet,P1196,manner of death,natural causes,wikibase-item
Q368,Augusto Pinochet,P935,Commons gallery,Augusto Pinochet,string
Q368,Augusto Pinochet,P410,military rank,captain general,wikibase-item
Q368,Augusto Pinochet,P598,commander of (DEPRECATED),Armed Forces of Chile,wikibase-item
Q368,Augusto Pinochet,P166,award received,Order of Bernardo O'Higgins,wikibase-item
Q368,Augusto Pinochet,P1950,second family name in Spanish name,Ugarte,wikibase-item
Q368,Augusto Pinochet,P793,significant event,Indictment and arrest of Augusto Pinochet,wikibase-item
Q368,Augusto Pinochet,P241,military branch,Chilean Army,wikibase-item
Q368,Augusto Pinochet,P1412,"languages spoken, written or signed",Spanish,wikibase-item
Q368,Augusto Pinochet,P734,family name,Pinochet,wikibase-item
Q368,Augusto Pinochet,P21,sex or gender,male,wikibase-item
Q368,Augusto Pinochet,P1399,convicted of,tax noncompliance,wikibase-item
Q368,Augusto Pinochet,P1142,political ideology,anti-communism,wikibase-item
Q368,Augusto Pinochet,P103,native language,Spanish,wikibase-item
Q368,Augusto Pinochet,P102,member of political party,military dictatorship,wikibase-item
Q368,Augusto Pinochet,P53,family,Pinochet family,wikibase-item
Q368,Augusto Pinochet,P607,conflict,1973,wikibase-item
Q368,Augusto Pinochet,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q501,Charles Baudelaire,P735,given name,Charles,wikibase-item
Q501,Charles Baudelaire,P119,place of burial,Montparnasse Cemetery,wikibase-item
Q501,Charles Baudelaire,P373,Commons category,Charles Baudelaire,string
Q501,Charles Baudelaire,P31,instance of,human,wikibase-item
Q501,Charles Baudelaire,P106,occupation,poet,wikibase-item
Q501,Charles Baudelaire,P935,Commons gallery,Charles Baudelaire,string
Q501,Charles Baudelaire,P103,native language,French,wikibase-item
Q501,Charles Baudelaire,P1472,Commons Creator page,Charles Baudelaire,string
Q501,Charles Baudelaire,P1343,described by source,Nordisk familjebok,wikibase-item
Q501,Charles Baudelaire,P910,topic's main category,Category:Charles Baudelaire,wikibase-item
Q501,Charles Baudelaire,P1196,manner of death,natural causes,wikibase-item
Q501,Charles Baudelaire,P737,influenced by,Edgar Allan Poe,wikibase-item
Q501,Charles Baudelaire,P800,notable work,Les Fleurs du mal,wikibase-item
Q501,Charles Baudelaire,P136,genre,elegy,wikibase-item
Q501,Charles Baudelaire,P101,field of work,poetry,wikibase-item
Q501,Charles Baudelaire,P734,family name,Baudelaire,wikibase-item
Q501,Charles Baudelaire,P166,award received,Concours général,wikibase-item
Q501,Charles Baudelaire,P1412,"languages spoken, written or signed",French,wikibase-item
Q501,Charles Baudelaire,P21,sex or gender,male,wikibase-item
Q501,Charles Baudelaire,P451,unmarried partner,Jeanne Duval,wikibase-item
Q501,Charles Baudelaire,P6379,has works in the collection,Minneapolis Institute of Art,wikibase-item
Q501,Charles Baudelaire,P6872,has written for,Revue des Deux Mondes,wikibase-item
Q501,Charles Baudelaire,P6886,writing language,French,wikibase-item
Q501,Charles Baudelaire,P3205,patient of,Guillaume-Émile Duval,wikibase-item
Q501,Charles Baudelaire,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q501,Charles Baudelaire,P1424,topic's main template,Template:Charles Baudelaire,wikibase-item
Q501,Charles Baudelaire,P5008,on focus list of Wikimedia project,WikiProject PCC Wikidata Pilot/Frick Art Reference Library,wikibase-item
Q501,Charles Baudelaire,P135,movement,Symbolism,wikibase-item
Q501,Charles Baudelaire,P9493,artist files at,Frick Art Reference Library,wikibase-item
Q619,Nicolaus Copernicus,P106,occupation,astronomer,wikibase-item
Q619,Nicolaus Copernicus,P373,Commons category,Nicolaus Copernicus,string
Q619,Nicolaus Copernicus,P910,topic's main category,Category:Nicolaus Copernicus,wikibase-item
Q619,Nicolaus Copernicus,P31,instance of,human,wikibase-item
Q619,Nicolaus Copernicus,P935,Commons gallery,Nicolaus Copernicus,string
Q619,Nicolaus Copernicus,P1412,"languages spoken, written or signed",Renaissance Latin,wikibase-item
Q619,Nicolaus Copernicus,P735,given name,Nikolaus,wikibase-item
Q619,Nicolaus Copernicus,P1343,described by source,Catholic Encyclopedia,wikibase-item
Q619,Nicolaus Copernicus,P937,work location,Frombork,wikibase-item
Q619,Nicolaus Copernicus,P800,notable work,Commentariolus,wikibase-item
Q619,Nicolaus Copernicus,P119,place of burial,Archcathedral Basilica of the Assumption of the Blessed Virgin Mary and Saint Andrew in Frombork,wikibase-item
Q619,Nicolaus Copernicus,P737,influenced by,Aristarchus of Samos,wikibase-item
Q619,Nicolaus Copernicus,P184,doctoral advisor,Domenico Maria Novara da Ferrara,wikibase-item
Q619,Nicolaus Copernicus,P1196,manner of death,natural causes,wikibase-item
Q619,Nicolaus Copernicus,P101,field of work,astronomy,wikibase-item
Q619,Nicolaus Copernicus,P1066,student of,Antonio Urceo,wikibase-item
Q619,Nicolaus Copernicus,P5008,on focus list of Wikimedia project,Wikipedia:List of articles all languages should have,wikibase-item
Q619,Nicolaus Copernicus,P185,doctoral student,Georg Joachim Rheticus,wikibase-item
Q619,Nicolaus Copernicus,P21,sex or gender,male,wikibase-item
Q619,Nicolaus Copernicus,P1441,present in work,Copernicus,wikibase-item
Q619,Nicolaus Copernicus,P103,native language,Middle Low German,wikibase-item
Q619,Nicolaus Copernicus,P6886,writing language,Renaissance Latin,wikibase-item
Q619,Nicolaus Copernicus,P1472,Commons Creator page,Nicolaus Copernicus,string
Q619,Nicolaus Copernicus,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q619,Nicolaus Copernicus,P802,student,Georg Joachim Rheticus,wikibase-item
Q619,Nicolaus Copernicus,P172,ethnic group,Poles,wikibase-item
Q619,Nicolaus Copernicus,P2650,interested in,astronomy,wikibase-item
Q619,Nicolaus Copernicus,P734,family name,Kopernikus,wikibase-item
Q619,Nicolaus Copernicus,P1889,different from,Kopernik,wikibase-item
Q619,Nicolaus Copernicus,P166,award received,International Space Hall of Fame,wikibase-item
Q619,Nicolaus Copernicus,P6104,maintained by WikiProject,WikiProject Mathematics,wikibase-item
Q633,Neil Young,P735,given name,Neil,wikibase-item
Q633,Neil Young,P106,occupation,singer,wikibase-item
Q633,Neil Young,P373,Commons category,Neil Young,string
Q633,Neil Young,P358,discography,Neil Young discography,wikibase-item
Q633,Neil Young,P910,topic's main category,Category:Neil Young,wikibase-item
Q633,Neil Young,P31,instance of,human,wikibase-item
Q633,Neil Young,P1050,medical condition,poliomyelitis,wikibase-item
Q633,Neil Young,P166,award received,Officer of the Order of Canada,wikibase-item
Q633,Neil Young,P1303,instrument,guitar,wikibase-item
Q633,Neil Young,P136,genre,country music,wikibase-item
Q633,Neil Young,P937,work location,Los Angeles,wikibase-item
Q633,Neil Young,P935,Commons gallery,Neil Young,string
Q633,Neil Young,P734,family name,Young,wikibase-item
Q633,Neil Young,P264,record label,Atco Records,wikibase-item
Q633,Neil Young,P1411,nominated for,Juno Award for Songwriter of the Year,wikibase-item
Q633,Neil Young,P1424,topic's main template,Template:Neil Young,wikibase-item
Q633,Neil Young,P1344,participant in,Mariposa Folk Festival 1973,wikibase-item
Q633,Neil Young,P412,voice type,tenor,wikibase-item
Q633,Neil Young,P21,sex or gender,male,wikibase-item
Q633,Neil Young,P451,unmarried partner,Carrie Snodgress,wikibase-item
Q633,Neil Young,P1889,different from,Neil Young,wikibase-item
Q633,Neil Young,P1283,filmography,Neil Young filmography as director,wikibase-item
Q633,Neil Young,P7084,related category,Category:Films directed by Neil Young,wikibase-item
Q633,Neil Young,P1343,described by source,Obalky knih.cz,wikibase-item
Q633,Neil Young,P6275,copyright representative,"American Society of Composers, Authors and Publishers",wikibase-item
Q633,Neil Young,P1412,"languages spoken, written or signed",English,wikibase-item
Q633,Neil Young,P742,pseudonym,Bernard Shakey,string
Q633,Neil Young,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q633,Neil Young,P8687,social media followers,469557.0,quantity
Q633,Neil Young,P103,native language,English,wikibase-item
Q633,Neil Young,P6886,writing language,English,wikibase-item
Q640,Harald Krichel,P31,instance of,human,wikibase-item
Q640,Harald Krichel,P742,pseudonym,Seewolf,string
Q640,Harald Krichel,P39,position held,deputy chairperson,wikibase-item
Q640,Harald Krichel,P373,Commons category,Harald Krichel,string
Q640,Harald Krichel,P21,sex or gender,male,wikibase-item
Q640,Harald Krichel,P106,occupation,photographer,wikibase-item
Q640,Harald Krichel,P735,given name,Harald,wikibase-item
Q640,Harald Krichel,P1412,"languages spoken, written or signed",German,wikibase-item
Q640,Harald Krichel,P812,academic major,German studies,wikibase-item
Q640,Harald Krichel,P734,family name,Krichel,wikibase-item
Q640,Harald Krichel,P1472,Commons Creator page,Harald Krichel,string
Q640,Harald Krichel,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q640,Harald Krichel,P973,described at URL,https://www.schwarzwaelder-bote.de/inhalt.hornberg-sind-da-wenn-s-aus-dem-ruder-laeuft.9631d896-ac8b-4a0c-8760-6d284b9ca9ce.html,url
Q747,Pierre Corneille,P106,occupation,playwright,wikibase-item
Q747,Pierre Corneille,P119,place of burial,Eglise de Monceaux-l'Abbaye,wikibase-item
Q747,Pierre Corneille,P373,Commons category,Pierre Corneille,string
Q747,Pierre Corneille,P31,instance of,human,wikibase-item
Q747,Pierre Corneille,P935,Commons gallery,Pierre Corneille,string
Q747,Pierre Corneille,P910,topic's main category,Category:Pierre Corneille,wikibase-item
Q747,Pierre Corneille,P735,given name,Pierre,wikibase-item
Q747,Pierre Corneille,P800,notable work,Le Cid,wikibase-item
Q747,Pierre Corneille,P103,native language,French,wikibase-item
Q747,Pierre Corneille,P1472,Commons Creator page,Pierre Corneille,string
Q747,Pierre Corneille,P1343,described by source,Catholic Encyclopedia,wikibase-item
Q747,Pierre Corneille,P136,genre,tragicomedy,wikibase-item
Q747,Pierre Corneille,P135,movement,neoclassicism,wikibase-item
Q747,Pierre Corneille,P734,family name,Corneile,wikibase-item
Q747,Pierre Corneille,P1412,"languages spoken, written or signed",French,wikibase-item
Q747,Pierre Corneille,P21,sex or gender,male,wikibase-item
Q747,Pierre Corneille,P6886,writing language,French,wikibase-item
Q747,Pierre Corneille,P39,position held,seat 14 of the Académie française,wikibase-item
Q747,Pierre Corneille,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q747,Pierre Corneille,P101,field of work,literature,wikibase-item
Q747,Pierre Corneille,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q747,Pierre Corneille,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q815,Gabriel Gonzáles Videla,P373,Commons category,Gabriel Gonzalez Videla,string
Q815,Gabriel Gonzáles Videla,P106,occupation,lawyer,wikibase-item
Q815,Gabriel Gonzáles Videla,P102,member of political party,Radical Party,wikibase-item
Q815,Gabriel Gonzáles Videla,P31,instance of,human,wikibase-item
Q815,Gabriel Gonzáles Videla,P39,position held,President of Chile,wikibase-item
Q815,Gabriel Gonzáles Videla,P735,given name,Gabriel,wikibase-item
Q815,Gabriel Gonzáles Videla,P935,Commons gallery,Gabriel González Videla,string
Q815,Gabriel Gonzáles Videla,P734,family name,González,wikibase-item
Q815,Gabriel Gonzáles Videla,P1412,"languages spoken, written or signed",Spanish,wikibase-item
Q815,Gabriel Gonzáles Videla,P937,work location,Santiago,wikibase-item
Q815,Gabriel Gonzáles Videla,P1950,second family name in Spanish name,Videla,wikibase-item
Q815,Gabriel Gonzáles Videla,P910,topic's main category,Category:Gabriel Gonzalez Videla,wikibase-item
Q815,Gabriel Gonzáles Videla,P21,sex or gender,male,wikibase-item
Q815,Gabriel Gonzáles Videla,P3602,candidacy in election,1946 Chilean presidential election,wikibase-item
Q853,Andrei Tarkovsky,P373,Commons category,Andrey Tarkovsky,string
Q853,Andrei Tarkovsky,P119,place of burial,Sainte-Geneviève-des-Bois Russian Cemetery,wikibase-item
Q853,Andrei Tarkovsky,P31,instance of,human,wikibase-item
Q853,Andrei Tarkovsky,P910,topic's main category,Category:Andrei Tarkovsky,wikibase-item
Q853,Andrei Tarkovsky,P106,occupation,film director,wikibase-item
Q853,Andrei Tarkovsky,P735,given name,Andrey,wikibase-item
Q853,Andrei Tarkovsky,P800,notable work,Solaris,wikibase-item
Q853,Andrei Tarkovsky,P1196,manner of death,natural causes,wikibase-item
Q853,Andrei Tarkovsky,P166,award received,People's Artist of the RSFSR,wikibase-item
Q853,Andrei Tarkovsky,P734,family name,Tarkovsky,wikibase-item
Q853,Andrei Tarkovsky,P1283,filmography,Andrei Tarkovsky filmography,wikibase-item
Q853,Andrei Tarkovsky,P1412,"languages spoken, written or signed",Russian,wikibase-item
Q853,Andrei Tarkovsky,P21,sex or gender,male,wikibase-item
Q853,Andrei Tarkovsky,P7084,related category,Category:Films directed by Andrei Tarkovsky,wikibase-item
Q853,Andrei Tarkovsky,P1343,described by source,Obalky knih.cz,wikibase-item
Q853,Andrei Tarkovsky,P6379,has works in the collection,Harvard Film Archive,wikibase-item
Q853,Andrei Tarkovsky,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q853,Andrei Tarkovsky,P6275,copyright representative,reproduction right not represented by CISAC member,wikibase-item
Q853,Andrei Tarkovsky,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q853,Andrei Tarkovsky,P101,field of work,film,wikibase-item
Q859,Plato,P31,instance of,human,wikibase-item
Q859,Plato,P1066,student of,Socrates,wikibase-item
Q859,Plato,P135,movement,Platonism,wikibase-item
Q859,Plato,P21,sex or gender,male,wikibase-item
Q859,Plato,P106,occupation,philosopher,wikibase-item
Q859,Plato,P373,Commons category,Plato,string
Q859,Plato,P910,topic's main category,Category:Plato,wikibase-item
Q859,Plato,P1472,Commons Creator page,Plato,string
Q859,Plato,P39,position held,scholarch of the Platonic Academy,wikibase-item
Q859,Plato,P1343,described by source,Small Brockhaus and Efron Encyclopedic Dictionary,wikibase-item
Q859,Plato,P737,influenced by,Socrates,wikibase-item
Q859,Plato,P802,student,Aristotle,wikibase-item
Q859,Plato,P1412,"languages spoken, written or signed",Ancient Greek,wikibase-item
Q859,Plato,P800,notable work,Crito,wikibase-item
Q859,Plato,P735,given name,Platon,wikibase-item
Q859,Plato,P103,native language,Ancient Greek,wikibase-item
Q859,Plato,P5008,on focus list of Wikimedia project,Wikipedia:List of articles all languages should have,wikibase-item
Q859,Plato,P101,field of work,philosophy,wikibase-item
Q859,Plato,P6886,writing language,Attic Greek,wikibase-item
Q859,Plato,P1441,present in work,The Divine Comedy,wikibase-item
Q859,Plato,P641,sport,Greek wrestling,wikibase-item
Q859,Plato,P2348,time period,Ancient Greece,wikibase-item
Q859,Plato,P136,genre,Platonic dialogue,wikibase-item
Q859,Plato,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q859,Plato,P3716,social classification,slave owner,wikibase-item
Q859,Plato,P1889,different from,Pseudo-Plato,wikibase-item
Q859,Plato,P6379,has works in the collection,Victoria and Albert Museum,wikibase-item
Q859,Plato,P1299,depicted by,Bust of Plato,wikibase-item
Q859,Plato,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q859,Plato,P1482,Stack Exchange tag,https://philosophy.stackexchange.com/tags/plato,url
Q859,Plato,P6104,maintained by WikiProject,WikiProject Mathematics,wikibase-item
Q859,Plato,P1424,topic's main template,Template:Plato navbox,wikibase-item
Q873,Meryl Streep,P166,award received,Academy Award for Best Actress,wikibase-item
Q873,Meryl Streep,P373,Commons category,Meryl Streep,string
Q873,Meryl Streep,P106,occupation,film actor,wikibase-item
Q873,Meryl Streep,P31,instance of,human,wikibase-item
Q873,Meryl Streep,P451,unmarried partner,John Cazale,wikibase-item
Q873,Meryl Streep,P735,given name,Mary,wikibase-item
Q873,Meryl Streep,P1411,nominated for,Academy Award for Best Supporting Actress,wikibase-item
Q873,Meryl Streep,P1283,filmography,Meryl Streep filmography,wikibase-item
Q873,Meryl Streep,P910,topic's main category,Category:Meryl Streep,wikibase-item
Q873,Meryl Streep,P935,Commons gallery,Meryl Streep,string
Q873,Meryl Streep,P1412,"languages spoken, written or signed",English,wikibase-item
Q873,Meryl Streep,P1066,student of,Jean Arthur,wikibase-item
Q873,Meryl Streep,P5008,on focus list of Wikimedia project,Art+Feminism,wikibase-item
Q873,Meryl Streep,P1303,instrument,voice,wikibase-item
Q873,Meryl Streep,P21,sex or gender,female,wikibase-item
Q873,Meryl Streep,P102,member of political party,Democratic Party,wikibase-item
Q873,Meryl Streep,P1343,described by source,Obalky knih.cz,wikibase-item
Q873,Meryl Streep,P103,native language,English,wikibase-item
