q_id,q_name,p_id,p_name,p_value,p_value_type
Q72224,Dea Loher,P136,genre,play,wikibase-item
Q72224,Dea Loher,P742,pseudonym,Dea Loher,string
Q72224,Dea Loher,P734,family name,Loher,wikibase-item
Q72224,Dea Loher,P1412,"languages spoken, written or signed",German,wikibase-item
Q72224,Dea Loher,P1343,described by source,Obalky knih.cz,wikibase-item
Q72224,Dea Loher,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q72224,Dea Loher,P101,field of work,German studies,wikibase-item
Q72224,Dea Loher,P937,work location,Munich,wikibase-item
Q72263,Sepp Wildgruber,P21,sex or gender,male,wikibase-item
Q72263,Sepp Wildgruber,P31,instance of,human,wikibase-item
Q72263,Sepp Wildgruber,P106,occupation,alpine skier,wikibase-item
Q72263,Sepp Wildgruber,P1344,participant in,1984 Winter Olympics,wikibase-item
Q72263,Sepp Wildgruber,P735,given name,Sepp,wikibase-item
Q72263,Sepp Wildgruber,P641,sport,alpine skiing,wikibase-item
Q72263,Sepp Wildgruber,P734,family name,Wildgruber,wikibase-item
Q72263,Sepp Wildgruber,P1412,"languages spoken, written or signed",German,wikibase-item
Q72263,Sepp Wildgruber,P2067,mass,81.0,quantity
Q72263,Sepp Wildgruber,P2048,height,176.0,quantity
Q72271,Friedrich von Mellenthin,P21,sex or gender,male,wikibase-item
Q72271,Friedrich von Mellenthin,P31,instance of,human,wikibase-item
Q72271,Friedrich von Mellenthin,P735,given name,Friedrich,wikibase-item
Q72271,Friedrich von Mellenthin,P106,occupation,non-fiction writer,wikibase-item
Q72271,Friedrich von Mellenthin,P607,conflict,World War II,wikibase-item
Q72271,Friedrich von Mellenthin,P410,military rank,generalmajor,wikibase-item
Q72271,Friedrich von Mellenthin,P945,allegiance,Nazi Germany,wikibase-item
Q72271,Friedrich von Mellenthin,P241,military branch,Wehrmacht,wikibase-item
Q72271,Friedrich von Mellenthin,P1412,"languages spoken, written or signed",English,wikibase-item
Q72271,Friedrich von Mellenthin,P5008,on focus list of Wikimedia project,Wikiproject Nuremberg Trials,wikibase-item
Q72271,Friedrich von Mellenthin,P3342,significant person,Maximilian von Weichs,wikibase-item
Q72275,Hermann Niehoff,P21,sex or gender,male,wikibase-item
Q72275,Hermann Niehoff,P31,instance of,human,wikibase-item
Q72275,Hermann Niehoff,P607,conflict,World War I,wikibase-item
Q72275,Hermann Niehoff,P166,award received,German Cross in Gold,wikibase-item
Q72275,Hermann Niehoff,P735,given name,Hermann,wikibase-item
Q72275,Hermann Niehoff,P937,work location,Wrocław,wikibase-item
Q72275,Hermann Niehoff,P106,occupation,military officer,wikibase-item
Q72275,Hermann Niehoff,P598,commander of (DEPRECATED),371st Infantry Division (Wehrmacht),wikibase-item
Q72275,Hermann Niehoff,P241,military branch,infantry,wikibase-item
Q72275,Hermann Niehoff,P734,family name,Niehoff,wikibase-item
Q72275,Hermann Niehoff,P945,allegiance,Nazi Germany,wikibase-item
Q72275,Hermann Niehoff,P410,military rank,general,wikibase-item
Q72275,Hermann Niehoff,P1412,"languages spoken, written or signed",German,wikibase-item
Q72283,Ludwig Fulda,P373,Commons category,Ludwig Fulda,string
Q72283,Ludwig Fulda,P31,instance of,human,wikibase-item
Q72283,Ludwig Fulda,P106,occupation,linguist,wikibase-item
Q72283,Ludwig Fulda,P735,given name,Ludwig,wikibase-item
Q72283,Ludwig Fulda,P1196,manner of death,suicide,wikibase-item
Q72283,Ludwig Fulda,P1343,described by source,Jewish Encyclopedia of Brockhaus and Efron,wikibase-item
Q72283,Ludwig Fulda,P910,topic's main category,Category:Ludwig Fulda,wikibase-item
Q72283,Ludwig Fulda,P734,family name,Fulda,wikibase-item
Q72283,Ludwig Fulda,P1412,"languages spoken, written or signed",German,wikibase-item
Q72283,Ludwig Fulda,P21,sex or gender,male,wikibase-item
Q72283,Ludwig Fulda,P6886,writing language,German,wikibase-item
Q72283,Ludwig Fulda,P119,place of burial,Waldfriedhof Dahlem,wikibase-item
Q72283,Ludwig Fulda,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q72289,Johann Gustav Gottlieb Büsching,P31,instance of,human,wikibase-item
Q72289,Johann Gustav Gottlieb Büsching,P106,occupation,archaeologist,wikibase-item
Q72289,Johann Gustav Gottlieb Büsching,P735,given name,Johann,wikibase-item
Q72289,Johann Gustav Gottlieb Büsching,P937,work location,Wrocław,wikibase-item
Q72289,Johann Gustav Gottlieb Büsching,P373,Commons category,Johann Gustav Gottlieb Büsching,string
Q72289,Johann Gustav Gottlieb Büsching,P1343,described by source,Allgemeine Deutsche Biographie,wikibase-item
Q72289,Johann Gustav Gottlieb Büsching,P1412,"languages spoken, written or signed",German,wikibase-item
Q72289,Johann Gustav Gottlieb Büsching,P21,sex or gender,male,wikibase-item
Q72289,Johann Gustav Gottlieb Büsching,P6886,writing language,German,wikibase-item
Q72289,Johann Gustav Gottlieb Büsching,P910,topic's main category,Category:Johann Gustav Gottlieb Büsching,wikibase-item
Q72294,Edgar Wind,P31,instance of,human,wikibase-item
Q72294,Edgar Wind,P166,award received,Guggenheim Fellowship,wikibase-item
Q72294,Edgar Wind,P106,occupation,art historian,wikibase-item
Q72294,Edgar Wind,P735,given name,Edgar,wikibase-item
Q72294,Edgar Wind,P1343,described by source,Hamburg Biographies,wikibase-item
Q72294,Edgar Wind,P734,family name,Wind,wikibase-item
Q72294,Edgar Wind,P1412,"languages spoken, written or signed",English,wikibase-item
Q72294,Edgar Wind,P21,sex or gender,male,wikibase-item
Q72302,Paul Verhoeven,P119,place of burial,Munich Waldfriedhof,wikibase-item
Q72302,Paul Verhoeven,P106,occupation,film director,wikibase-item
Q72302,Paul Verhoeven,P31,instance of,human,wikibase-item
Q72302,Paul Verhoeven,P735,given name,Paul,wikibase-item
Q72302,Paul Verhoeven,P1412,"languages spoken, written or signed",German,wikibase-item
Q72302,Paul Verhoeven,P734,family name,Verhoeven,wikibase-item
Q72302,Paul Verhoeven,P21,sex or gender,male,wikibase-item
Q72302,Paul Verhoeven,P1889,different from,Paul Verhoeven,wikibase-item
Q72302,Paul Verhoeven,P7084,related category,Category:Films directed by Paul Verhoeven (Germany),wikibase-item
Q72302,Paul Verhoeven,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q72308,Stefan Rosenbauer,P21,sex or gender,male,wikibase-item
Q72308,Stefan Rosenbauer,P31,instance of,human,wikibase-item
Q72308,Stefan Rosenbauer,P735,given name,Stefan,wikibase-item
Q72308,Stefan Rosenbauer,P106,occupation,fencer,wikibase-item
Q72308,Stefan Rosenbauer,P1344,participant in,1936 Summer Olympics,wikibase-item
Q72308,Stefan Rosenbauer,P734,family name,Rosenbauer,wikibase-item
Q72308,Stefan Rosenbauer,P641,sport,fencing,wikibase-item
Q72308,Stefan Rosenbauer,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q72308,Stefan Rosenbauer,P1412,"languages spoken, written or signed",German,wikibase-item
Q72314,Horst Schönau,P21,sex or gender,male,wikibase-item
Q72314,Horst Schönau,P31,instance of,human,wikibase-item
Q72314,Horst Schönau,P106,occupation,luger,wikibase-item
Q72314,Horst Schönau,P735,given name,Horst,wikibase-item
Q72314,Horst Schönau,P1344,participant in,bobsleigh at the 1976 Winter Olympics – two-man,wikibase-item
Q72314,Horst Schönau,P641,sport,bobsleigh,wikibase-item
Q72314,Horst Schönau,P373,Commons category,Horst Schönau,string
Q72314,Horst Schönau,P734,family name,Schönau,wikibase-item
Q72314,Horst Schönau,P1412,"languages spoken, written or signed",German,wikibase-item
Q72314,Horst Schönau,P2067,mass,82.0,quantity
Q72314,Horst Schönau,P2048,height,180.0,quantity
Q72314,Horst Schönau,P1532,country for sport,German Democratic Republic,wikibase-item
Q72315,Ernst von Dobschütz,P373,Commons category,Ernst von Dobschütz,string
Q72315,Ernst von Dobschütz,P31,instance of,human,wikibase-item
Q72315,Ernst von Dobschütz,P102,member of political party,German National People's Party,wikibase-item
Q72315,Ernst von Dobschütz,P106,occupation,church historian,wikibase-item
Q72315,Ernst von Dobschütz,P735,given name,Ernst,wikibase-item
Q72315,Ernst von Dobschütz,P166,award received,honorary doctor of the University of Uppsala,wikibase-item
Q72315,Ernst von Dobschütz,P1412,"languages spoken, written or signed",German,wikibase-item
Q72315,Ernst von Dobschütz,P21,sex or gender,male,wikibase-item
Q72315,Ernst von Dobschütz,P6886,writing language,German,wikibase-item
Q72315,Ernst von Dobschütz,P119,place of burial,St. Laurentius church,wikibase-item
Q72315,Ernst von Dobschütz,P101,field of work,theology,wikibase-item
Q72326,Bodo Bittner,P21,sex or gender,male,wikibase-item
Q72326,Bodo Bittner,P31,instance of,human,wikibase-item
Q72326,Bodo Bittner,P735,given name,Bodo,wikibase-item
Q72326,Bodo Bittner,P1344,participant in,bobsleigh at the 1976 Winter Olympics,wikibase-item
Q72326,Bodo Bittner,P106,occupation,bobsledder,wikibase-item
Q72326,Bodo Bittner,P641,sport,bobsleigh,wikibase-item
Q72326,Bodo Bittner,P2048,height,180.0,quantity
Q72326,Bodo Bittner,P2067,mass,86.0,quantity
Q72326,Bodo Bittner,P1412,"languages spoken, written or signed",German,wikibase-item
Q72326,Bodo Bittner,P1532,country for sport,West Germany,wikibase-item
Q72326,Bodo Bittner,P734,family name,Bittner,wikibase-item
Q72331,Evelin Lindner,P21,sex or gender,female,wikibase-item
Q72331,Evelin Lindner,P31,instance of,human,wikibase-item
Q72331,Evelin Lindner,P106,occupation,physician,wikibase-item
Q72331,Evelin Lindner,P166,award received,Fangenes Testamente,wikibase-item
Q72331,Evelin Lindner,P735,given name,Evelin,wikibase-item
Q72331,Evelin Lindner,P734,family name,Lindner,wikibase-item
Q72331,Evelin Lindner,P1412,"languages spoken, written or signed",German,wikibase-item
Q72331,Evelin Lindner,P373,Commons category,Evelin Lindner,string
Q72331,Evelin Lindner,P1416,affiliation,Q115179380,wikibase-item
Q72339,David Kipiani,P54,member of sports team,FC Dinamo Tbilisi,wikibase-item
Q72339,David Kipiani,P106,occupation,association football player,wikibase-item
Q72339,David Kipiani,P31,instance of,human,wikibase-item
Q72339,David Kipiani,P166,award received,Merited Master of Sports of the USSR,wikibase-item
Q72339,David Kipiani,P735,given name,David,wikibase-item
Q72339,David Kipiani,P1344,participant in,1976 Summer Olympics,wikibase-item
Q72339,David Kipiani,P641,sport,association football,wikibase-item
Q72339,David Kipiani,P413,position played on team / speciality,midfielder,wikibase-item
Q72339,David Kipiani,P373,Commons category,David Kipiani,string
Q72339,David Kipiani,P2048,height,184.0,quantity
Q72339,David Kipiani,P2067,mass,76.0,quantity
Q72339,David Kipiani,P1196,manner of death,accidental death,wikibase-item
Q72339,David Kipiani,P119,place of burial,Saburtalo Pantheon,wikibase-item
Q72339,David Kipiani,P734,family name,Kipiani,wikibase-item
Q72339,David Kipiani,P6087,coach of sports team,FC Shinnik Yaroslavl,wikibase-item
Q72339,David Kipiani,P21,sex or gender,male,wikibase-item
Q72339,David Kipiani,P1412,"languages spoken, written or signed",Georgian,wikibase-item
Q72339,David Kipiani,P1532,country for sport,Soviet Union,wikibase-item
Q72347,Haldun Boysan,P31,instance of,human,wikibase-item
Q72347,Haldun Boysan,P21,sex or gender,male,wikibase-item
Q72347,Haldun Boysan,P106,occupation,actor,wikibase-item
Q72347,Haldun Boysan,P735,given name,Haldun,wikibase-item
Q72347,Haldun Boysan,P1412,"languages spoken, written or signed",Turkish,wikibase-item
Q72347,Haldun Boysan,P103,native language,Turkish,wikibase-item
Q72347,Haldun Boysan,P734,family name,Boysan,wikibase-item
Q72353,Žydrūnas Ilgauskas,P21,sex or gender,male,wikibase-item
Q72353,Žydrūnas Ilgauskas,P106,occupation,basketball player,wikibase-item
Q72353,Žydrūnas Ilgauskas,P54,member of sports team,Miami Heat,wikibase-item
Q72353,Žydrūnas Ilgauskas,P373,Commons category,Zydrunas Ilgauskas,string
Q72353,Žydrūnas Ilgauskas,P413,position played on team / speciality,center,wikibase-item
Q72353,Žydrūnas Ilgauskas,P31,instance of,human,wikibase-item
Q72353,Žydrūnas Ilgauskas,P735,given name,Žydrūnas,wikibase-item
Q72353,Žydrūnas Ilgauskas,P641,sport,basketball,wikibase-item
Q72353,Žydrūnas Ilgauskas,P647,drafted by,Cleveland Cavaliers,wikibase-item
Q72353,Žydrūnas Ilgauskas,P2048,height,221.0,quantity
Q72353,Žydrūnas Ilgauskas,P2067,mass,108.0,quantity
Q72353,Žydrūnas Ilgauskas,P1532,country for sport,Lithuania,wikibase-item
Q72353,Žydrūnas Ilgauskas,P118,league,National Basketball Association,wikibase-item
Q72353,Žydrūnas Ilgauskas,P103,native language,English,wikibase-item
Q72354,Gabriella Brum,P21,sex or gender,female,wikibase-item
Q72354,Gabriella Brum,P31,instance of,human,wikibase-item
Q72354,Gabriella Brum,P735,given name,Gabriella,wikibase-item
Q72354,Gabriella Brum,P106,occupation,model,wikibase-item
Q72354,Gabriella Brum,P734,family name,Brum,wikibase-item
Q72354,Gabriella Brum,P2522,victory,Miss World,wikibase-item
Q72354,Gabriella Brum,P1412,"languages spoken, written or signed",German,wikibase-item
Q72354,Gabriella Brum,P103,native language,German,wikibase-item
Q72378,Friedrich Accum,P106,occupation,chemist,wikibase-item
Q72378,Friedrich Accum,P373,Commons category,Friedrich Accum,string
Q72378,Friedrich Accum,P31,instance of,human,wikibase-item
Q72378,Friedrich Accum,P735,given name,Friedrich,wikibase-item
Q72378,Friedrich Accum,P1343,described by source,"Dictionary of National Biography, 1885–1900",wikibase-item
Q72378,Friedrich Accum,P935,Commons gallery,Friedrich Accum,string
Q72378,Friedrich Accum,P734,family name,Accum,wikibase-item
Q72378,Friedrich Accum,P910,topic's main category,Category:Friedrich Accum,wikibase-item
Q72378,Friedrich Accum,P1412,"languages spoken, written or signed",German,wikibase-item
Q72378,Friedrich Accum,P119,place of burial,Dorotheenstadt cemetery,wikibase-item
Q72378,Friedrich Accum,P21,sex or gender,male,wikibase-item
Q72378,Friedrich Accum,P6886,writing language,German,wikibase-item
Q72378,Friedrich Accum,P101,field of work,chemistry,wikibase-item
Q72424,Manuel Machata,P21,sex or gender,male,wikibase-item
Q72424,Manuel Machata,P31,instance of,human,wikibase-item
Q72424,Manuel Machata,P735,given name,Manuel,wikibase-item
Q72424,Manuel Machata,P106,occupation,bobsledder,wikibase-item
Q72424,Manuel Machata,P641,sport,bobsleigh,wikibase-item
Q72424,Manuel Machata,P2048,height,181.0,quantity
Q72424,Manuel Machata,P2067,mass,105.0,quantity
Q72424,Manuel Machata,P734,family name,Machata,wikibase-item
Q72424,Manuel Machata,P373,Commons category,Manuel Machata,string
Q72424,Manuel Machata,P1412,"languages spoken, written or signed",German,wikibase-item
Q72436,Frank Rennicke,P21,sex or gender,male,wikibase-item
Q72436,Frank Rennicke,P373,Commons category,Frank Rennicke,string
Q72436,Frank Rennicke,P31,instance of,human,wikibase-item
Q72436,Frank Rennicke,P102,member of political party,The Homeland,wikibase-item
Q72436,Frank Rennicke,P106,occupation,singer,wikibase-item
Q72436,Frank Rennicke,P735,given name,Frank,wikibase-item
Q72436,Frank Rennicke,P1303,instrument,guitar,wikibase-item
Q72436,Frank Rennicke,P734,family name,Rennicke,wikibase-item
Q72436,Frank Rennicke,P1412,"languages spoken, written or signed",German,wikibase-item
Q72451,Elisa von der Recke,P373,Commons category,Elisa von der Recke,string
Q72451,Elisa von der Recke,P31,instance of,human,wikibase-item
Q72451,Elisa von der Recke,P106,occupation,poet,wikibase-item
Q72451,Elisa von der Recke,P735,given name,Elisa,wikibase-item
Q72451,Elisa von der Recke,P1343,described by source,Lexikon deutschsprachiger Epik und Dramatik von Autorinnen 1730–1900,wikibase-item
Q72451,Elisa von der Recke,P101,field of work,poetry,wikibase-item
Q72451,Elisa von der Recke,P1412,"languages spoken, written or signed",German,wikibase-item
Q72451,Elisa von der Recke,P119,place of burial,Dresden,wikibase-item
Q72451,Elisa von der Recke,P21,sex or gender,female,wikibase-item
Q72451,Elisa von der Recke,P53,family,Medem,wikibase-item
Q72451,Elisa von der Recke,P6886,writing language,German,wikibase-item
Q72451,Elisa von der Recke,P734,family name,von der Recke,wikibase-item
Q72451,Elisa von der Recke,P1299,depicted by,Q50105531,wikibase-item
Q72451,Elisa von der Recke,P451,unmarried partner,Carl Geßler,wikibase-item
Q72451,Elisa von der Recke,P103,native language,German,wikibase-item
Q72457,Janus Cornarius,P31,instance of,human,wikibase-item
Q72457,Janus Cornarius,P106,occupation,translator,wikibase-item
Q72457,Janus Cornarius,P1412,"languages spoken, written or signed",Latin,wikibase-item
Q72457,Janus Cornarius,P135,movement,German Renaissance,wikibase-item
Q72457,Janus Cornarius,P735,given name,Janus,wikibase-item
Q72457,Janus Cornarius,P373,Commons category,Janus Cornarius,string
Q72457,Janus Cornarius,P1343,described by source,Allgemeine Deutsche Biographie,wikibase-item
Q72457,Janus Cornarius,P21,sex or gender,male,wikibase-item
Q72457,Janus Cornarius,P3342,significant person,Erasmus,wikibase-item
Q72457,Janus Cornarius,P734,family name,Cornarius,wikibase-item
Q72461,Thomas Florschütz,P21,sex or gender,male,wikibase-item
Q72461,Thomas Florschütz,P31,instance of,human,wikibase-item
Q72461,Thomas Florschütz,P106,occupation,luger,wikibase-item
Q72461,Thomas Florschütz,P373,Commons category,Thomas Florschütz,string
Q72461,Thomas Florschütz,P735,given name,Thomas,wikibase-item
Q72461,Thomas Florschütz,P641,sport,bobsleigh,wikibase-item
Q72461,Thomas Florschütz,P1344,participant in,2014 Winter Olympics,wikibase-item
Q72461,Thomas Florschütz,P2048,height,184.0,quantity
Q72461,Thomas Florschütz,P2067,mass,97.0,quantity
Q72461,Thomas Florschütz,P1412,"languages spoken, written or signed",German,wikibase-item
Q72461,Thomas Florschütz,P734,family name,Florschütz,wikibase-item
Q72496,Mark Siebeck,P21,sex or gender,male,wikibase-item
Q72496,Mark Siebeck,P31,instance of,human,wikibase-item
Q72496,Mark Siebeck,P106,occupation,volleyball player,wikibase-item
Q72496,Mark Siebeck,P735,given name,Mark,wikibase-item
Q72496,Mark Siebeck,P1344,participant in,2008 Summer Olympics,wikibase-item
Q72496,Mark Siebeck,P641,sport,volleyball,wikibase-item
Q72496,Mark Siebeck,P413,position played on team / speciality,outside hitter,wikibase-item
Q72496,Mark Siebeck,P2048,height,196.0,quantity
Q72496,Mark Siebeck,P54,member of sports team,Projekt Warsaw,wikibase-item
Q72496,Mark Siebeck,P734,family name,Siebeck,wikibase-item
Q72496,Mark Siebeck,P1412,"languages spoken, written or signed",German,wikibase-item
Q72496,Mark Siebeck,P373,Commons category,Mark Siebeck,string
Q72507,Adalbert Bezzenberger,P31,instance of,human,wikibase-item
Q72507,Adalbert Bezzenberger,P106,occupation,linguist,wikibase-item
Q72507,Adalbert Bezzenberger,P735,given name,Adalbert,wikibase-item
Q72507,Adalbert Bezzenberger,P166,award received,Order of the Red Eagle 4th Class,wikibase-item
Q72507,Adalbert Bezzenberger,P373,Commons category,Adalbert Bezzenberger,string
Q72507,Adalbert Bezzenberger,P1343,described by source,Great Soviet Encyclopedia (1969–1978),wikibase-item
Q72507,Adalbert Bezzenberger,P1412,"languages spoken, written or signed",German,wikibase-item
Q72507,Adalbert Bezzenberger,P21,sex or gender,male,wikibase-item
Q72507,Adalbert Bezzenberger,P6886,writing language,German,wikibase-item
Q72507,Adalbert Bezzenberger,P185,doctoral student,Paul Hirsch,wikibase-item
Q72511,Siegfried Lowitz,P106,occupation,film actor,wikibase-item
Q72511,Siegfried Lowitz,P31,instance of,human,wikibase-item
Q72511,Siegfried Lowitz,P735,given name,Siegfried,wikibase-item
Q72511,Siegfried Lowitz,P119,place of burial,Bogenhausener Friedhof,wikibase-item
Q72511,Siegfried Lowitz,P1412,"languages spoken, written or signed",German,wikibase-item
Q72511,Siegfried Lowitz,P734,family name,Lowitz,wikibase-item
Q72511,Siegfried Lowitz,P21,sex or gender,male,wikibase-item
Q72511,Siegfried Lowitz,P166,award received,Pipe Smoker of the Year,wikibase-item
Q72511,Siegfried Lowitz,P373,Commons category,Siegfried Lowitz,string
Q72511,Siegfried Lowitz,P607,conflict,World War II,wikibase-item
Q72511,Siegfried Lowitz,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P31,instance of,human,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P166,award received,Order of the Black Eagle,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P735,given name,Alexander,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P106,occupation,diplomat,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P607,conflict,Nine Years' War,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P410,military rank,general,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P21,sex or gender,male,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P945,allegiance,Kingdom of Prussia,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P241,military branch,Prussian Army,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P1412,"languages spoken, written or signed",German,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P734,family name,zu Dohna-Schlobitten,wikibase-item
Q72540,Alexander zu Dohna-Schlobitten,P373,Commons category,Alexander zu Dohna-Schlobitten (1661–1728),string
Q72543,Charles Koechlin,P106,occupation,composer,wikibase-item
Q72543,Charles Koechlin,P373,Commons category,Charles Koechlin,string
Q72543,Charles Koechlin,P31,instance of,human,wikibase-item
Q72543,Charles Koechlin,P735,given name,Charles,wikibase-item
Q72543,Charles Koechlin,P135,movement,classical music,wikibase-item
Q72543,Charles Koechlin,P136,genre,symphony,wikibase-item
Q72543,Charles Koechlin,P1066,student of,Gabriel Fauré,wikibase-item
Q72543,Charles Koechlin,P1050,medical condition,tuberculosis,wikibase-item
Q72543,Charles Koechlin,P802,student,Frédéric Adam,wikibase-item
Q72543,Charles Koechlin,P734,family name,Koechlin,wikibase-item
Q72543,Charles Koechlin,P1412,"languages spoken, written or signed",French,wikibase-item
Q72543,Charles Koechlin,P21,sex or gender,male,wikibase-item
Q72543,Charles Koechlin,P6886,writing language,French,wikibase-item
Q72543,Charles Koechlin,P53,family,Koechlin family,wikibase-item
Q72543,Charles Koechlin,P1343,described by source,Obalky knih.cz,wikibase-item
Q72543,Charles Koechlin,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q72543,Charles Koechlin,P1455,list of works,list of compositions by Charles Koechlin,wikibase-item
Q72543,Charles Koechlin,P7084,related category,Category:Compositions by Charles Koechlin,wikibase-item
Q72543,Charles Koechlin,P1472,Commons Creator page,Charles Koechlin,string
Q72543,Charles Koechlin,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q72553,Heinrich von Bülow,P31,instance of,human,wikibase-item
Q72553,Heinrich von Bülow,P735,given name,Heinrich,wikibase-item
Q72553,Heinrich von Bülow,P106,occupation,diplomat,wikibase-item
Q72553,Heinrich von Bülow,P1343,described by source,Small Brockhaus and Efron Encyclopedic Dictionary,wikibase-item
Q72553,Heinrich von Bülow,P734,family name,von Bülow,wikibase-item
Q72553,Heinrich von Bülow,P1412,"languages spoken, written or signed",German,wikibase-item
Q72553,Heinrich von Bülow,P373,Commons category,Heinrich von Bülow (diplomat),string
Q72553,Heinrich von Bülow,P53,family,Bülow family,wikibase-item
Q72553,Heinrich von Bülow,P166,award received,Order of Saint Alexander Nevsky,wikibase-item
Q72553,Heinrich von Bülow,P39,position held,ambassador of Germany to the United Kingdom,wikibase-item
Q72553,Heinrich von Bülow,P21,sex or gender,male,wikibase-item
Q72566,"Karl Gero, Duke of Urach",P31,instance of,human,wikibase-item
Q72566,"Karl Gero, Duke of Urach",P735,given name,Karl,wikibase-item
Q72566,"Karl Gero, Duke of Urach",P106,occupation,architect,wikibase-item
Q72566,"Karl Gero, Duke of Urach",P53,family,House of Württemberg,wikibase-item
Q72566,"Karl Gero, Duke of Urach",P21,sex or gender,male,wikibase-item
Q72566,"Karl Gero, Duke of Urach",P1412,"languages spoken, written or signed",German,wikibase-item
Q72566,"Karl Gero, Duke of Urach",P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q72573,Georg Heinrich Ferdinand Nesselmann,P106,occupation,mathematician,wikibase-item
Q72573,Georg Heinrich Ferdinand Nesselmann,P31,instance of,human,wikibase-item
Q72573,Georg Heinrich Ferdinand Nesselmann,P735,given name,Georg,wikibase-item
Q72573,Georg Heinrich Ferdinand Nesselmann,P1343,described by source,Allgemeine Deutsche Biographie,wikibase-item
Q72573,Georg Heinrich Ferdinand Nesselmann,P1412,"languages spoken, written or signed",German,wikibase-item
Q72573,Georg Heinrich Ferdinand Nesselmann,P21,sex or gender,male,wikibase-item
Q72573,Georg Heinrich Ferdinand Nesselmann,P734,family name,Nesselmann,wikibase-item
Q72573,Georg Heinrich Ferdinand Nesselmann,P6104,maintained by WikiProject,WikiProject Mathematics,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P31,instance of,human,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P106,occupation,politician,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P735,given name,Wilhelm,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P607,conflict,Napoleonic Wars,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P53,family,House of Württemberg,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P1412,"languages spoken, written or signed",German,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P119,place of burial,Stuttgart Collegiate Church,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P21,sex or gender,male,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P410,military rank,general,wikibase-item
Q72575,Duke William Frederick Philip of Württemberg,P373,Commons category,William Frederick of Württemberg,string
Q72575,Duke William Frederick Philip of Württemberg,P734,family name,von Württemberg,wikibase-item
Q72579,Samuel Goldwyn,P119,place of burial,Forest Lawn Memorial Park,wikibase-item
Q72579,Samuel Goldwyn,P106,occupation,film producer,wikibase-item
Q72579,Samuel Goldwyn,P31,instance of,human,wikibase-item
Q72579,Samuel Goldwyn,P735,given name,Samuel,wikibase-item
Q72579,Samuel Goldwyn,P166,award received,Presidential Medal of Freedom,wikibase-item
Q72579,Samuel Goldwyn,P373,Commons category,Samuel Goldwyn,string
Q72579,Samuel Goldwyn,P734,family name,Goldwyn,wikibase-item
Q72579,Samuel Goldwyn,P1412,"languages spoken, written or signed",English,wikibase-item
Q72579,Samuel Goldwyn,P21,sex or gender,male,wikibase-item
Q72579,Samuel Goldwyn,P1830,owner of,Goldwyn Pictures,wikibase-item
Q72579,Samuel Goldwyn,P1343,described by source,Obalky knih.cz,wikibase-item
Q72579,Samuel Goldwyn,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q72579,Samuel Goldwyn,P6379,has works in the collection,Harvard Film Archive,wikibase-item
Q72579,Samuel Goldwyn,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q72579,Samuel Goldwyn,P1327,partner in business or sport,Louis B. Mayer,wikibase-item
Q72587,Moshe Smoira,P21,sex or gender,male,wikibase-item
Q72587,Moshe Smoira,P373,Commons category,Moshe Smoira,string
Q72587,Moshe Smoira,P31,instance of,human,wikibase-item
Q72587,Moshe Smoira,P106,occupation,judge,wikibase-item
Q72587,Moshe Smoira,P607,conflict,World War I,wikibase-item
Q72587,Moshe Smoira,P735,given name,Moshe,wikibase-item
Q72587,Moshe Smoira,P119,place of burial,Sanhedria Cemetery,wikibase-item
Q72587,Moshe Smoira,P734,family name,Smoira,wikibase-item
